,id,senti_score
0,958,0.7696746543778797
1,3850,0.7969449999999998
2,5858,0.8213126126126125
3,7918,0.7158
4,8142,0.7638874999999999
5,8339,0.9283535714285712
6,8739,0.8386531250000006
7,9225,0.7421821917808222
8,10251,0.7973424332344212
9,10578,0.8853277777777777
10,10820,0.7387351351351352
11,10824,0.7129800000000001
12,10832,0.8454421052631578
13,12041,0.7116333333333333
14,12042,0.8512600000000001
15,12522,0.8697265700483103
16,12584,0.8136235294117646
17,14125,0.7822885964912278
18,17132,0.6231142857142858
19,18231,0.7726048387096773
20,18904,0.7981083123425693
21,21334,0.8215714285714284
22,21914,0.7276571428571428
23,23630,0.8108421994884921
24,24450,0.7899545081967215
25,24463,0.823914675767918
26,24685,0.8193847715736033
27,24723,0.7950487261146494
28,25094,0.8164435897435895
29,25463,0.7944946386946395
30,25662,0.81105750798722
31,26408,0.696390909090909
32,27025,0.835322727272727
33,27028,0.8022851851851852
34,29373,0.866525
35,29557,0.779955172413793
36,32414,0.8262265957446806
37,33578,0.7951003502626978
38,39174,0.748725
39,39418,0.7890318181818181
40,40092,0.8654453608247422
41,40138,0.7992277372262775
42,41055,0.8215462962962964
43,41172,0.7713658823529407
44,41399,0.8055607594936707
45,41423,0.7986195945945945
46,42403,0.7536999999999999
47,42408,0.860175
48,42454,0.6772181818181818
49,42577,0.5264
50,43778,0.7540375000000001
51,44032,0.8606265017667842
52,44680,0.8770666666666668
53,45299,0.7146592857142855
54,45956,0.7579911564625846
55,47486,0.8814000000000001
56,47682,0.7184962962962964
57,51374,0.945975
58,51557,0.8667869158878502
59,51773,0.800943827160494
60,53280,0.8470183098591546
61,53934,0.8205724137931036
62,54518,0.6397666666666666
63,54634,0.7780174999999999
64,55632,0.86324
65,55636,0.8129000000000001
66,56621,0.7647544715447153
67,56715,0.807781818181818
68,57479,0.8282499999999997
69,57561,0.779959069767442
70,57676,0.7891868852459013
71,59344,0.7436431547619042
72,59381,0.6988197530864201
73,59702,0.8818145833333336
74,59831,0.0
75,60365,0.8374378109452737
76,62519,0.8796222222222223
77,62651,0.8079581818181817
78,63247,0.7870479452054804
79,64165,0.8851567164179104
80,66119,0.690163917525773
81,66188,0.6642083333333333
82,66664,0.7586068181818181
83,68239,0.8358305555555556
84,69410,0.8621230769230769
85,69549,0.7792871794871796
86,69553,0.6354740740740739
87,69681,0.8826142857142856
88,70139,0.8525500000000001
89,70284,0.8247733333333334
90,70753,0.7165239690721651
91,71645,0.7788626760563376
92,71779,0.1956
93,72365,0.7354340206185564
94,72444,0.7084832911392408
95,72921,0.7645019230769231
96,73011,0.8507533333333334
97,74451,0.8083526315789473
98,74758,0.7712457142857143
99,75422,0.5778
100,75423,0.717837142857143
101,77175,0.805683727034121
102,77932,0.6350565217391304
103,78651,0.8448527472527468
104,80394,0.7480045454545453
105,81158,0.8118625000000002
106,81256,0.8285
107,83257,0.8662483870967744
108,83553,0.8140750000000001
109,84777,0.8114968127490042
110,87640,0.8364758522727272
111,91957,0.751493684210526
112,96383,0.8069992481203009
113,99094,0.7402089473684208
114,100710,0.9182909090909089
115,102951,0.75385
116,105497,0.59335
117,106025,0.8461883333333335
118,109883,0.7687743732590534
119,110825,0.9019777777777777
120,113211,0.76656
121,114401,0.8019398945518453
122,115242,0.6622888888888889
123,121065,0.8553833333333332
124,126046,0.8019341463414634
125,128230,0.8361781456953639
126,130775,0.6407727272727273
127,130805,0.8623662790697671
128,132441,0.7819976000000002
129,134015,0.8873749999999997
130,134193,0.8901777777777777
131,137546,0.8116090128755362
132,137672,0.7886571428571428
133,138592,0.7658629629629631
134,138619,0.7260208955223879
135,138772,0.7808421875000001
136,140568,0.7972311258278145
137,142177,0.8271268817204296
138,144978,0.7619084033613442
139,147443,0.7436324074074073
140,148559,0.8191526315789472
141,148627,0.7278110091743115
142,148769,0.7360777777777779
143,150347,0.8542932773109243
144,150848,0.7875986607142859
145,162934,0.759481355932203
146,164207,0.7654225352112675
147,166199,0.7725264150943394
148,166771,0.8371561290322579
149,175090,0.7903291666666666
150,175102,0.7956779999999999
151,176274,0.48574
152,177137,0.7945507936507938
153,183859,0.7753119658119659
154,187730,0.8148218749999996
155,189068,0.7953129411764703
156,189894,0.7734800000000002
157,191632,0.7816910447761202
158,199480,0.8272752525252521
159,201313,0.2813
160,201579,0.8015070422535208
161,206566,0.616688888888889
162,206634,0.7923833333333334
163,206637,0.7478333333333333
164,207980,0.6988946524064165
165,208727,0.9116535714285714
166,208831,0.8549720085470089
167,209514,0.7340825053995683
168,212265,0.6645454545454547
169,212783,0.7056586046511634
170,213532,0.7166903361344545
171,213854,0.6125789473684209
172,216042,0.9078510204081632
173,216064,0.7205533333333332
174,217106,0.7864568181818182
175,220418,0.7080678486997638
176,221342,0.7113925000000003
177,224579,0.7487069306930692
178,225933,0.7825062827225128
179,226594,0.7977190476190473
180,229240,0.7517466480446927
181,229319,0.81125
182,231129,0.744306349206349
183,231752,0.8296246753246753
184,232060,0.8806681415929204
185,238190,0.7380962962962963
186,238204,0.6944167487684725
187,241235,0.7691341772151894
188,242008,0.7963564516129032
189,244361,0.8226569444444441
190,245339,0.6589125
191,252867,0.8702260869565217
192,256148,0.8359623310810819
193,256176,0.791063192182411
194,258873,0.7000602739726025
195,259621,0.7025159482758623
196,259622,0.7695872037914693
197,259919,0.7662538461538462
198,261358,0.9477
199,269371,0.7565586956521734
200,269463,0.7524016393442625
201,271602,0.8346862745098039
202,271647,0.7377514925373132
203,273530,0.8549
204,274334,0.637969333333333
205,276072,0.8220611111111111
206,277339,0.8028409604519768
