,price,host_is_superhost,host_total_listings_count,host_has_profile_pic,zipcode,property_type,room_type,bathrooms,beds,bed_type,security_deposit,cleaning_fee,minimum_nights,instant_bookable,cancellation_policy,senti_score,walk_score
0,170.0,1,1.0,1,94117,1,1,1.0,2.0,1,100.0,100.0,1,1,2,0.7696746543778797,97
1,99.0,1,2.0,1,94131,2,2,1.0,1.0,1,0.0,10.0,1,0,1,0.7969449999999998,71
2,65.0,1,10.0,1,94117,1,2,4.0,1.0,1,200.0,50.0,32,0,1,0.7158,97
3,65.0,1,10.0,1,94117,1,2,4.0,1.0,1,200.0,50.0,32,0,1,0.7638874999999999,97
4,475.0,0,2.0,1,94117,2,1,1.5,2.0,1,0.0,225.0,4,0,2,0.9283535714285712,97
5,139.0,1,2.0,1,94110,1,2,1.0,2.0,1,0.0,50.0,1,1,1,0.8386531250000006,99
6,135.0,1,1.0,1,94107,2,2,1.0,1.0,1,0.0,50.0,1,0,1,0.7421821917808222,85
7,120.0,0,0.0,1,94109,1,1,1.0,1.0,1,500.0,75.0,30,0,2,0.8853277777777777,100
8,177.0,0,48.0,1,94117,1,1,1.0,3.0,1,2500.0,208.0,30,0,1,0.7387351351351352,97
9,194.0,0,48.0,1,94102,1,1,2.0,3.0,1,3000.0,208.0,30,0,1,0.7129800000000001,97
10,139.0,0,48.0,1,94102,1,1,1.5,1.0,1,2500.0,130.0,30,0,1,0.8454421052631578,97
11,85.0,1,10.0,1,94117,1,2,4.0,2.0,1,200.0,50.0,32,0,1,0.7116333333333333,97
12,85.0,1,10.0,1,94117,1,2,3.0,2.0,1,200.0,50.0,32,0,1,0.8512600000000001,97
13,79.0,1,1.0,1,94114,1,2,1.0,1.0,1,0.0,10.0,3,1,1,0.8697265700483103,97
14,166.0,1,1.0,1,94117,2,1,1.0,3.0,1,899.0,279.0,30,0,1,0.8136235294117646,97
15,450.0,0,4.0,1,94105,1,1,2.0,2.0,1,5000.0,250.0,30,0,1,0.6231142857142858,99
16,110.0,1,3.0,1,94117,2,2,1.0,1.0,1,130.0,30.0,2,0,1,0.7981083123425693,97
17,125.0,1,1.0,1,94133,1,1,1.0,1.0,1,500.0,100.0,30,0,2,0.8215714285714284,98
18,65.0,1,10.0,1,94117,1,2,4.0,1.0,1,200.0,50.0,32,0,1,0.7276571428571428,97
19,98.0,1,2.0,1,94110,1,2,0.5,1.0,1,500.0,30.0,3,1,1,0.7241067929593654,99
20,155.0,1,1.0,1,94114,2,1,1.0,1.0,1,200.0,60.0,3,0,1,0.8108421994884921,97
21,180.0,1,1.0,1,94114,1,1,2.0,2.0,1,250.0,80.0,3,0,2,0.7899545081967215,97
22,155.0,1,2.0,1,94107,1,2,1.0,1.0,1,500.0,80.0,2,0,1,0.8239146757679179,85
23,195.0,1,3.0,1,94115,1,1,1.0,1.0,1,0.0,20.0,5,1,2,0.7950487261146494,98
24,150.0,1,1.0,1,94131,2,2,1.0,1.0,1,0.0,25.0,5,0,2,0.8164435897435895,71
25,110.0,1,3.0,1,94117,2,2,1.0,1.0,1,150.0,30.0,3,0,1,0.7944946386946395,97
26,125.0,1,1.0,1,94107,2,2,1.0,1.0,1,300.0,50.0,4,0,2,0.81105750798722,85
27,110.0,1,3.0,1,94115,2,2,1.5,1.0,1,500.0,40.0,2,0,1,0.7241067929593654,98
28,450.0,0,2.0,1,94117,1,1,2.0,7.0,1,500.0,160.0,2,1,1,0.696390909090909,97
29,125.0,0,1.0,1,94114,1,1,1.0,1.0,1,3000.0,125.0,30,0,2,0.835322727272727,97
30,199.0,1,2.0,1,94110,1,2,1.0,2.0,1,0.0,75.0,1,1,1,0.8022851851851852,99
31,220.0,1,3.0,1,94110,2,1,2.0,2.0,1,100.0,140.0,4,0,1,0.866525,99
32,155.0,1,1.0,1,94121,1,1,1.0,2.0,1,0.0,0.0,2,0,3,0.7799551724137929,92
33,150.0,0,1.0,1,94110,1,1,1.0,2.0,1,200.0,0.0,30,0,1,0.8262265957446806,99
34,107.0,0,35.0,1,94110,1,1,1.0,1.0,1,0.0,155.0,30,0,4,0.748725,99
35,94.0,0,2.0,1,94110,1,1,1.0,1.0,1,500.0,65.0,60,0,2,0.7890318181818181,99
36,67.0,0,1.0,1,94118,1,2,1.0,1.0,1,0.0,35.0,30,0,2,0.7992277372262775,99
37,159.0,0,4.0,1,94114,2,1,1.0,1.0,1,150.0,120.0,4,0,3,0.8215462962962964,97
38,125.0,1,1.0,1,94110,2,2,2.0,1.0,1,0.0,50.0,3,0,2,0.7713658823529407,99
39,290.0,1,0.0,1,94110,1,1,1.0,2.0,1,5000.0,120.0,30,0,2,0.8055607594936707,99
40,170.0,0,1.0,1,94109,1,1,1.0,1.0,1,500.0,0.0,30,1,1,0.7241067929593654,100
41,85.0,0,35.0,1,94110,1,1,1.0,2.0,1,0.0,155.0,30,0,4,0.7536999999999999,99
42,85.0,0,35.0,1,94110,2,1,1.0,2.0,1,0.0,155.0,30,0,4,0.860175,99
43,104.0,0,1.0,1,94110,1,1,1.5,1.0,2,200.0,0.0,10,0,2,0.6772181818181818,99
44,150.0,0,35.0,1,94107,1,1,1.0,2.0,1,0.0,205.0,30,0,4,0.5264,85
45,120.0,0,35.0,1,94117,1,1,1.0,2.0,1,0.0,205.0,30,0,4,0.7540375000000001,97
46,95.0,1,2.0,1,94110,1,1,1.0,1.0,1,2000.0,75.0,31,0,1,0.8606265017667842,99
47,116.0,0,4.0,1,94114,1,1,1.0,2.0,1,100.0,75.0,3,0,2,0.7146592857142855,97
48,125.0,1,3.0,1,94117,2,2,3.0,1.0,1,0.0,30.0,1,1,2,0.7579911564625846,97
49,78.0,1,1.0,1,94127,2,1,1.0,1.0,1,400.0,100.0,30,0,1,0.8814000000000001,28
50,160.0,0,2.0,1,94103,1,2,1.0,1.0,1,150.0,30.0,2,0,2,0.7241067929593654,97
51,119.0,1,1.0,1,94117,1,1,1.0,1.0,1,100.0,175.0,30,1,1,0.8667869158878502,97
52,90.0,1,3.0,1,94110,2,2,1.0,1.0,1,100.0,60.0,3,0,1,0.8470183098591546,99
53,163.0,0,2.0,1,94109,1,1,1.0,2.0,1,200.0,0.0,60,0,1,0.8205724137931036,100
54,195.0,1,1.0,1,94104,1,1,1.0,1.0,1,500.0,120.0,30,1,1,0.6397666666666666,99
55,112.0,1,4.0,1,94121,1,1,1.0,2.0,1,1000.0,200.0,30,0,1,0.86324,92
56,116.0,1,4.0,1,94131,1,1,1.0,2.0,1,3000.0,200.0,30,0,1,0.8129000000000001,71
57,175.0,1,1.0,1,94110,1,1,1.0,1.0,1,0.0,0.0,30,0,1,0.779959069767442,99
58,99.0,0,4.0,1,94110,1,2,1.0,1.0,1,300.0,100.0,2,1,1,0.7891868852459013,99
59,350.0,0,1.0,1,94131,2,1,2.0,2.0,1,0.0,125.0,2,0,2,0.7241067929593654,71
60,225.0,1,1.0,1,94103,1,1,1.0,1.0,1,500.0,150.0,29,0,1,0.7241067929593654,97
61,109.0,0,4.0,1,94133,1,2,2.0,1.0,1,0.0,40.0,2,1,2,0.6988197530864201,98
62,150.0,1,1.0,1,94110,2,2,1.0,1.0,2,0.0,80.0,30,1,3,0.8818145833333336,99
63,349.0,0,5.0,1,94117,2,1,2.0,4.0,1,800.0,185.0,4,1,1,0.8374378109452737,97
64,85.0,1,2.0,1,94131,1,2,1.0,1.0,1,0.0,45.0,2,0,2,0.8796222222222223,71
65,125.0,0,4.0,1,94110,1,1,1.0,1.0,1,300.0,125.0,2,1,1,0.7241067929593654,99
66,90.0,1,1.0,1,94123,1,2,2.0,1.0,1,350.0,75.0,30,0,3,0.8851567164179104,97
67,95.0,0,2.0,1,94121,1,1,1.0,1.0,1,500.0,75.0,30,0,1,0.6901639175257729,92
68,216.0,0,35.0,1,94121,1,1,2.0,4.0,1,0.0,205.0,30,0,4,0.6642083333333333,92
69,326.0,1,7.0,1,94110,1,1,1.0,1.0,1,350.0,180.0,31,0,1,0.8358305555555556,99
70,80.0,1,1.0,1,94118,2,1,1.0,2.0,1,0.0,100.0,30,0,2,0.8621230769230769,99
71,46.0,0,42.0,1,94112,2,2,1.0,1.0,1,150.0,50.0,30,0,1,0.7792871794871796,87
72,45.0,0,42.0,1,94112,2,2,1.0,1.0,1,150.0,35.0,30,0,1,0.6354740740740739,87
73,185.0,0,35.0,1,94121,1,1,2.0,3.0,1,0.0,255.0,30,0,4,0.8826142857142856,92
74,108.0,0,4.0,1,94110,1,1,1.0,1.0,1,500.0,0.0,30,0,1,0.8525500000000001,99
75,30.0,0,20.0,1,94108,2,3,2.5,2.0,1,300.0,0.0,30,0,1,0.8247733333333334,100
76,109.0,1,1.0,1,94110,1,2,1.0,1.0,1,0.0,60.0,2,0,3,0.7788626760563376,99
77,100.0,0,12.0,1,94117,1,1,1.0,4.0,1,500.0,100.0,30,0,1,0.7354340206185564,97
78,95.0,0,12.0,1,94117,1,1,1.0,3.0,1,400.0,0.0,30,0,1,0.7645019230769231,97
79,270.0,0,1.0,1,94103,1,1,1.0,1.0,1,500.0,120.0,30,0,2,0.8507533333333334,97
80,120.0,0,12.0,1,94117,1,1,1.0,2.0,1,400.0,100.0,30,0,1,0.8083526315789473,97
81,45.0,0,42.0,1,94112,2,2,1.0,1.0,1,150.0,35.0,30,0,1,0.7712457142857143,87
82,40.0,0,42.0,1,94112,2,2,1.0,1.0,1,150.0,35.0,30,0,1,0.5778,87
83,135.0,1,1.0,1,94131,2,1,1.0,1.0,1,0.0,50.0,3,0,2,0.805683727034121,71
84,57.0,0,42.0,1,94112,2,2,1.0,1.0,1,150.0,50.0,30,0,1,0.6350565217391304,87
85,75.0,0,4.0,1,94110,1,2,2.0,1.0,1,300.0,100.0,2,1,1,0.8448527472527468,99
86,140.0,0,1.0,1,94117,1,1,1.0,1.0,1,500.0,100.0,30,0,2,0.7480045454545453,97
87,83.0,0,1.0,1,94115,1,1,1.0,2.0,1,200.0,150.0,30,0,2,0.8118625000000002,98
88,45.0,0,42.0,1,94112,2,2,1.0,1.0,1,150.0,35.0,30,0,1,0.8285,87
89,97.0,0,2.0,1,94110,2,2,1.0,1.0,1,100.0,25.0,2,1,2,0.7241067929593654,99
90,90.0,1,1.0,0,94115,2,2,1.0,1.0,1,300.0,55.0,1,0,2,0.8662483870967744,98
91,85.0,0,35.0,1,94121,1,1,1.0,1.0,1,0.0,155.0,30,0,4,0.8140750000000001,92
92,85.0,1,2.0,1,94114,1,1,1.0,1.0,1,200.0,60.0,4,0,2,0.8114968127490042,97
93,115.0,1,1.0,1,94131,1,2,1.0,1.0,1,0.0,30.0,2,0,2,0.8364758522727272,71
94,201.0,0,1.0,1,94117,1,1,1.5,3.0,1,300.0,150.0,30,0,1,0.7514936842105259,97
95,185.0,0,1.0,1,94103,1,1,1.0,3.0,1,300.0,100.0,4,0,2,0.7402089473684208,97
96,30.0,0,20.0,1,94108,2,3,2.5,1.0,1,300.0,0.0,30,0,1,0.75385,100
97,85.0,0,4.0,1,94122,2,2,1.0,1.0,4,500.0,85.0,45,0,1,0.59335,93
98,145.0,0,1.0,1,94109,1,1,2.0,2.0,1,150.0,150.0,30,1,1,0.8461883333333335,100
99,125.0,1,1.0,1,94127,1,1,1.0,2.0,1,0.0,50.0,2,1,2,0.7687743732590534,28
100,30.0,0,7.0,1,94108,2,3,2.5,1.0,1,300.0,0.0,30,0,1,0.76656,100
101,125.0,1,2.0,1,94133,1,1,1.0,2.0,1,1000.0,135.0,30,1,1,0.6622888888888889,98
102,200.0,0,1.0,1,94117,1,1,1.0,1.0,1,200.0,150.0,30,0,1,0.8553833333333332,97
103,65.0,1,10.0,1,94117,1,2,4.0,1.0,1,200.0,50.0,32,0,1,0.6407727272727273,97
104,97.0,1,1.0,1,94110,1,1,1.0,1.0,1,0.0,100.0,30,0,1,0.8623662790697671,99
105,69.0,1,1.0,1,94110,2,2,1.0,1.0,1,0.0,45.0,1,0,2,0.7819976000000002,99
106,275.0,1,1.0,1,94123,1,1,1.0,2.0,1,500.0,130.0,3,0,2,0.8873749999999997,97
107,550.0,0,1.0,1,94121,2,1,1.5,3.0,1,1000.0,200.0,4,0,1,0.8901777777777777,92
108,102.0,1,3.0,1,94110,2,2,1.0,1.0,1,200.0,70.0,30,0,3,0.8116090128755362,99
109,1200.0,0,4.0,1,94110,2,1,2.0,5.0,1,2000.0,250.0,6,0,1,0.7658629629629631,99
110,150.0,0,1.0,1,94114,2,2,1.0,1.0,1,0.0,50.0,5,0,3,0.7808421875000001,97
111,90.0,1,3.0,1,94110,1,2,1.5,1.0,1,300.0,35.0,2,0,2,0.7972311258278145,99
112,399.0,1,1.0,1,94121,1,1,1.0,2.0,1,250.0,150.0,5,0,1,0.8271268817204296,92
113,230.0,0,4.0,1,94131,1,1,1.5,4.0,1,200.0,195.0,30,0,1,0.7436324074074073,71
114,275.0,0,1.0,1,94114,1,1,1.0,4.0,1,500.0,150.0,5,0,3,0.8191526315789472,97
115,165.0,0,4.0,1,94123,1,1,1.0,1.0,1,200.0,75.0,60,0,1,0.7278110091743115,97
116,115.0,0,4.0,1,94131,1,1,1.0,2.0,1,200.0,75.0,30,0,1,0.7360777777777779,71
117,75.0,1,1.0,1,94107,2,2,1.0,1.0,1,200.0,30.0,3,0,1,0.7875986607142859,85
118,149.0,1,2.0,1,94121,1,1,1.0,1.0,1,0.0,90.0,3,0,1,0.7594813559322029,92
119,69.0,1,5.0,1,94127,2,2,1.0,1.0,1,250.0,35.0,4,0,2,0.7654225352112675,28
120,185.0,1,1.0,1,94117,1,1,1.0,1.0,1,1000.0,250.0,30,0,2,0.8371561290322579,97
121,80.0,1,1.0,1,94110,1,2,1.0,1.0,1,150.0,80.0,3,1,2,0.7241067929593654,99
122,110.0,0,35.0,1,94104,1,1,1.0,2.0,1,0.0,155.0,30,0,4,0.7903291666666666,99
123,135.0,0,35.0,1,94104,1,1,1.0,2.0,1,0.0,155.0,30,0,4,0.7956779999999999,99
124,225.0,1,2.0,1,94110,1,1,1.0,2.0,1,500.0,100.0,14,1,1,0.7241067929593654,99
125,220.0,1,1.0,1,94131,1,1,1.0,2.0,1,500.0,90.0,3,0,2,0.7753119658119659,71
126,75.0,0,4.0,1,94110,1,2,2.0,1.0,1,300.0,85.0,3,1,1,0.8148218749999996,99
127,90.0,1,3.0,1,94110,1,2,1.5,1.0,1,300.0,35.0,2,0,2,0.7953129411764703,99
128,150.0,0,1.0,1,94123,1,1,1.0,1.0,1,200.0,90.0,5,0,1,0.7734800000000002,97
129,138.0,1,1.0,1,94117,1,1,1.0,1.0,3,200.0,43.0,2,0,2,0.7816910447761202,97
130,182.0,0,1.0,1,94111,1,1,1.0,1.0,1,0.0,225.0,30,1,1,0.2813,99
131,30.0,0,20.0,1,94108,2,3,2.5,1.0,1,300.0,0.0,30,0,1,0.6166888888888891,100
132,30.0,0,20.0,1,94108,2,3,2.5,1.0,1,300.0,0.0,30,0,1,0.7923833333333334,100
133,30.0,0,20.0,1,94108,2,3,2.5,1.0,1,300.0,0.0,30,0,1,0.7478333333333333,100
134,295.0,1,1.0,1,94131,2,1,1.0,5.0,1,300.0,132.0,2,1,1,0.6988946524064165,71
135,85.0,1,8.0,1,94121,1,2,2.5,1.0,1,250.0,85.0,30,1,3,0.9116535714285714,92
136,165.0,1,1.0,1,94133,1,1,1.0,1.0,1,200.0,60.0,3,0,1,0.8549720085470089,98
137,178.0,0,2.0,1,94110,1,1,2.0,1.0,1,2000.0,250.0,5,0,1,0.6645454545454547,99
138,325.0,1,2.0,1,94114,1,1,2.0,3.0,1,1000.0,200.0,30,0,1,0.6125789473684209,97
139,147.0,0,1.0,1,94110,2,1,1.0,1.0,1,500.0,85.0,5,0,2,0.9078510204081632,99
140,75.0,1,2.0,1,94112,2,2,2.0,2.0,1,100.0,25.0,2,0,3,0.7205533333333332,87
141,110.0,0,12.0,1,94117,1,1,1.0,3.0,1,400.0,100.0,30,0,1,0.7864568181818182,97
142,139.0,0,4.0,1,94133,1,2,2.5,1.0,1,0.0,50.0,2,0,2,0.7113925000000003,98
143,145.0,1,1.0,1,94110,2,1,1.0,1.0,1,500.0,105.0,2,0,1,0.7487069306930692,99
144,115.0,0,1.0,1,94110,1,2,1.0,1.0,1,0.0,0.0,2,0,3,0.7241067929593654,99
145,120.0,1,1.0,1,94117,1,2,0.5,1.0,1,0.0,25.0,1,0,2,0.7977190476190473,97
146,989.0,0,5.0,1,94113,2,1,4.0,4.0,1,500.0,300.0,2,1,1,0.7443063492063491,99
147,250.0,1,5.0,1,94114,1,1,1.0,2.0,1,500.0,250.0,30,0,2,0.8296246753246753,97
148,99.0,0,1.0,1,94122,1,1,1.0,2.0,1,500.0,75.0,30,0,1,0.8806681415929204,93
149,99.0,0,4.0,1,94133,1,2,2.0,2.0,1,0.0,40.0,2,1,2,0.7380962962962963,98
150,135.0,1,1.0,1,94116,1,1,1.0,1.0,1,300.0,85.0,3,1,1,0.6944167487684725,84
151,45.0,0,20.0,1,94111,4,3,0.0,4.0,1,0.0,0.0,1,1,3,0.7691341772151894,99
152,225.0,0,3.0,1,94114,1,1,1.0,3.0,1,2500.0,300.0,30,0,1,0.7241067929593654,97
153,138.0,1,32.0,1,94109,1,1,1.0,1.0,1,500.0,125.0,30,0,1,0.6589125,100
154,280.0,0,1.0,1,94107,1,1,1.0,3.0,1,500.0,100.0,6,0,1,0.8702260869565217,85
155,139.0,1,1.0,1,94114,1,2,1.0,1.0,1,0.0,35.0,1,1,2,0.8359623310810819,97
156,100.0,1,1.0,1,94118,1,2,1.0,1.0,1,100.0,40.0,3,1,2,0.791063192182411,99
157,89.0,0,3.0,1,94133,1,2,1.0,1.0,2,0.0,0.0,2,1,2,0.7000602739726025,98
158,114.0,0,48.0,1,94117,1,1,1.0,2.0,1,2500.0,99.0,30,0,1,0.7662538461538462,97
159,138.0,1,32.0,1,94109,1,1,1.0,1.0,1,500.0,100.0,30,0,1,0.9477,100
160,115.0,1,1.0,1,94114,1,2,1.5,1.0,1,350.0,50.0,2,1,1,0.7565586956521734,97
161,250.0,0,1.0,1,94117,1,1,1.0,1.0,1,5000.0,50.0,2,0,1,0.7524016393442625,97
162,133.0,1,1.0,1,94103,1,1,1.0,1.0,1,150.0,0.0,30,0,2,0.8346862745098039,97
163,35.0,0,2.0,1,94122,1,3,1.5,2.0,1,0.0,20.0,30,0,1,0.7377514925373132,93
164,325.0,1,2.0,1,94107,1,1,2.0,2.0,1,500.0,150.0,4,0,1,0.8549,85
165,89.0,0,1.0,1,94122,2,2,1.0,1.0,1,0.0,0.0,3,0,6,0.6379693333333329,93
166,95.0,1,1.0,1,94103,1,2,1.0,1.0,4,0.0,19.0,2,0,1,0.8220611111111111,97
167,110.0,1,1.0,1,94112,1,1,1.0,2.0,1,0.0,75.0,3,0,1,0.8028409604519768,87
168,575.0,0,2.0,1,94110,1,1,2.0,4.0,1,500.0,200.0,3,0,1,0.8615923076923077,99
169,105.0,1,2.0,1,94131,2,1,1.0,1.0,1,200.0,100.0,30,0,2,0.7994038277511963,71
170,300.0,1,1.0,1,94123,2,1,1.0,1.0,1,0.0,100.0,3,0,1,0.7241067929593654,97
171,475.0,1,2.0,1,94114,1,1,2.0,4.0,1,1000.0,325.0,5,0,2,0.7777933333333333,97
172,300.0,1,2.0,1,94131,2,1,2.0,3.0,1,600.0,180.0,3,0,1,0.8171848484848483,71
173,190.0,1,1.0,1,94107,1,1,1.0,1.0,1,0.0,70.0,2,0,1,0.7944940540540543,85
174,45.0,0,42.0,1,94112,2,2,1.0,1.0,1,150.0,35.0,30,0,1,0.7820166666666667,87
175,299.0,1,1.0,1,94114,1,1,1.0,2.0,1,500.0,85.0,2,1,1,0.7433273291925458,97
176,30.0,0,42.0,1,94112,2,2,1.0,1.0,1,150.0,30.0,30,0,1,0.7910416666666666,87
177,160.0,0,1.0,1,94110,1,1,1.0,1.0,1,200.0,100.0,30,0,2,0.7241067929593654,99
178,135.0,0,2.0,1,94133,1,1,1.0,2.0,1,250.0,100.0,30,1,1,0.7477472727272726,98
179,600.0,1,1.0,1,94133,1,1,1.0,2.0,1,0.0,75.0,1,0,2,0.8140722222222225,98
180,100.0,0,12.0,1,94117,1,1,1.0,2.0,1,400.0,100.0,30,0,2,0.7241067929593654,97
181,90.0,0,12.0,1,94117,1,1,1.0,1.0,1,400.0,100.0,30,0,1,0.83505,97
182,365.0,1,1.0,1,94110,1,1,1.0,2.0,1,200.0,120.0,4,0,2,0.7711933333333332,99
183,250.0,0,1.0,1,94107,1,1,1.0,1.0,1,400.0,150.0,30,1,2,0.7131500000000001,85
184,298.0,1,2.0,1,94107,2,1,1.0,1.0,1,350.0,175.0,3,0,2,0.8000895522388058,85
185,99.0,1,1.0,1,94114,2,2,1.0,1.0,1,250.0,50.0,3,0,2,0.8813346153846152,97
186,165.0,1,5.0,1,94123,1,2,1.0,1.0,1,1000.0,150.0,60,0,1,0.8403370078740153,97
187,595.0,0,1.0,1,94114,2,1,2.0,5.0,1,500.0,225.0,4,1,1,0.6983842105263157,97
188,95.0,0,1.0,1,94112,2,2,1.0,1.0,1,0.0,50.0,1,1,1,0.7479125,87
189,160.0,0,1.0,1,94110,1,1,1.0,2.0,1,400.0,70.0,2,0,1,0.8269575757575758,99
190,190.0,1,1.0,1,94117,1,1,1.0,2.0,1,1000.0,90.0,3,1,1,0.7357629213483149,97
191,195.0,1,2.0,1,94131,2,2,1.0,1.0,1,0.0,25.0,2,1,3,0.7241067929593654,71
192,83.0,0,4.0,1,94110,2,2,1.0,1.0,1,1800.0,60.0,1,0,1,0.6924,99
193,125.0,1,3.0,1,94114,1,2,1.0,1.0,1,0.0,40.0,2,0,3,0.8205679999999996,97
194,40.0,0,42.0,1,94112,2,2,1.0,2.0,1,150.0,35.0,30,0,1,0.6748299999999999,87
195,115.0,1,2.0,1,94114,1,1,1.0,1.0,1,300.0,80.0,2,0,2,0.7772117924528301,97
196,90.0,0,1.0,1,94117,1,2,0.5,1.0,1,500.0,60.0,7,0,1,0.797623076923077,97
197,85.0,0,1.0,1,94112,1,2,1.0,1.0,1,0.0,0.0,30,1,2,0.7241067929593654,87
198,95.0,1,5.0,1,94114,1,2,1.5,1.0,1,0.0,75.0,2,0,1,0.8052936170212763,97
199,135.0,0,2.0,1,94110,1,1,1.0,1.0,1,100.0,25.0,1,1,2,0.7241067929593654,99
200,549.0,1,3.0,1,94114,1,1,1.0,3.0,1,250.0,75.0,3,0,2,0.7963783783783783,97
201,70.0,0,1.0,1,94110,2,2,1.0,2.0,2,0.0,35.0,3,0,2,0.7103981132075469,99
202,672.0,0,1.0,1,94117,2,1,3.5,5.0,1,750.0,200.0,5,0,1,0.8091076923076923,97
203,390.0,0,3.0,1,94110,2,1,2.5,4.0,1,600.0,190.0,4,0,1,0.6903307692307692,99
204,102.0,1,3.0,1,94110,2,2,1.0,1.0,1,200.0,70.0,30,1,2,0.7571538888888889,99
205,250.0,1,2.0,1,94107,1,1,1.0,0.0,1,300.0,80.0,4,0,2,0.809594262295082,85
206,149.0,1,1.0,1,94110,1,1,1.0,2.0,1,300.0,0.0,6,0,2,0.7849903394255879,99
207,700.0,0,4.0,1,94114,2,1,3.0,3.0,1,1000.0,150.0,2,0,1,0.829008823529412,97
208,169.0,1,3.0,1,94110,1,1,1.5,2.0,1,450.0,80.0,3,0,2,0.8003314285714285,99
209,60.0,0,0.0,1,94127,2,2,1.5,1.0,1,300.0,75.0,30,0,1,0.8781399999999999,28
210,189.0,0,1.0,1,94114,1,1,2.0,2.0,1,300.0,99.0,30,0,1,0.7678262500000002,97
211,99.0,0,3.0,1,94107,1,2,1.0,1.0,1,200.0,60.0,3,0,2,0.8472013698630138,85
212,289.0,1,1.0,1,94117,1,1,1.0,1.0,1,500.0,105.0,3,0,2,0.8140079999999996,97
213,122.0,0,4.0,1,94110,1,1,1.0,3.0,1,3000.0,100.0,30,0,1,0.6649149999999999,99
214,132.0,1,1.0,1,94118,2,2,1.5,2.0,1,0.0,40.0,2,0,3,0.7695386046511624,99
215,140.0,0,3.0,1,94121,1,1,1.0,1.0,1,300.0,70.0,3,0,3,0.7656342723004694,92
216,30.0,0,7.0,1,94108,2,3,2.5,1.0,1,300.0,0.0,30,0,1,0.7221222222222221,100
217,30.0,0,7.0,1,94108,2,3,2.5,1.0,1,300.0,0.0,30,0,1,0.7490000000000001,100
218,128.0,1,1.0,1,94121,1,2,2.0,1.0,1,288.0,68.0,2,1,2,0.8164143911439109,92
219,116.0,1,5.0,1,94114,1,2,1.5,1.0,1,0.0,75.0,2,0,1,0.7279388888888888,97
220,109.0,1,5.0,1,94114,1,2,1.5,1.0,1,0.0,40.0,2,0,1,0.8098357142857144,97
221,350.0,1,5.0,1,94114,1,1,1.5,5.0,1,0.0,125.0,3,0,1,0.8961714285714286,97
222,250.0,0,1.0,1,94102,1,1,1.0,1.0,1,250.0,80.0,30,0,2,0.7225473684210527,97
223,324.0,1,1.0,1,94122,2,1,2.0,4.0,1,300.0,100.0,4,0,1,0.8247341463414636,93
224,140.0,1,3.0,1,94115,2,2,1.5,1.0,1,500.0,40.0,2,1,1,0.7241067929593654,98
225,190.0,1,4.0,1,94131,1,1,2.0,3.0,1,2500.0,350.0,30,0,1,0.8200499999999998,71
226,110.0,0,12.0,1,94117,1,1,1.0,5.0,1,500.0,100.0,30,0,1,0.6454333333333333,97
227,57.0,0,2.0,1,94122,1,2,1.5,1.0,1,0.0,0.0,30,0,1,0.7137587628865978,93
228,165.0,0,1.0,1,94133,1,1,1.0,2.0,1,1500.0,149.0,30,0,1,0.7241067929593654,98
229,89.0,1,3.0,1,94117,2,2,3.0,1.0,1,0.0,30.0,1,0,2,0.6870277777777775,97
230,425.0,0,1.0,1,94115,2,1,1.5,4.0,1,500.0,150.0,3,0,1,0.8010619047619046,98
231,225.0,0,1.0,1,94112,1,1,2.0,3.0,1,1500.0,185.0,6,0,1,0.6687583333333332,87
232,148.0,0,28.0,1,94133,1,1,1.0,1.0,1,0.0,200.0,30,1,3,0.6498666666666667,98
233,160.0,1,1.0,1,94116,1,1,1.5,1.0,1,0.0,40.0,2,1,2,0.7716097902097903,84
234,145.0,1,1.0,1,94110,1,1,1.0,1.0,1,200.0,60.0,3,1,1,0.8443309999999993,99
235,105.0,1,3.0,1,94115,2,2,1.5,2.0,1,500.0,40.0,2,0,1,0.7241067929593654,98
236,490.0,0,4.0,1,94133,1,1,2.5,4.0,1,0.0,200.0,1,0,2,0.6895724137931034,98
237,280.0,0,1.0,1,94103,1,1,1.0,3.0,1,0.0,100.0,3,0,1,0.7620538461538461,97
238,125.0,1,2.0,1,94103,1,2,1.0,1.0,1,300.0,35.0,1,1,3,0.7676266409266405,97
239,170.0,0,1.0,1,94107,1,1,1.0,1.0,1,0.0,200.0,31,0,1,0.7183665137614663,85
240,90.0,1,1.0,1,94112,2,2,1.0,4.0,1,300.0,60.0,2,1,2,0.6795093333333332,87
241,199.0,1,1.0,1,94114,1,1,1.0,1.0,1,150.0,50.0,1,0,2,0.7909249999999994,97
242,230.0,1,2.0,1,94110,2,1,2.0,4.0,1,500.0,120.0,3,0,2,0.8031636363636363,99
243,650.0,1,2.0,1,94131,2,1,1.5,4.0,1,2000.0,200.0,2,0,1,0.7815037383177568,71
244,75.0,1,1.0,1,94133,1,2,1.0,1.0,1,200.0,30.0,30,0,2,0.7241067929593654,98
245,195.0,0,1.0,1,94110,1,1,1.0,2.0,1,0.0,80.0,2,0,2,0.7258549019607842,99
246,205.0,0,1.0,1,94107,1,1,2.0,3.0,1,600.0,110.0,4,0,1,0.5847304347826087,85
247,125.0,1,1.0,1,94110,1,1,1.0,1.0,1,4000.0,150.0,30,0,1,0.8457104395604397,99
248,399.0,1,1.0,1,94114,1,2,2.0,3.0,1,400.0,200.0,3,1,2,0.7698493775933606,97
