,price,host_is_superhost,host_total_listings_count,host_has_profile_pic,zipcode,property_type,room_type,bathrooms,beds,bed_type,security_deposit,cleaning_fee,minimum_nights,instant_bookable,cancellation_policy,senti_score,walk_score
3761,58.0,0,13.0,1,94112,2,2,3.0,1.0,1,100.0,40.0,1,0,3,0.6631292452830185,87
3762,166.0,1,1465.0,1,94110,1,1,1.0,1.0,1,500.0,240.0,30,0,2,0.7241067929593654,99
3763,150.0,1,1.0,1,94110,1,2,1.0,1.0,1,0.0,20.0,2,1,2,0.7937802752293575,99
3764,140.0,0,1.0,1,94131,1,1,1.0,1.0,1,500.0,100.0,30,0,2,0.90288,71
3765,119.0,1,1.0,1,94112,2,2,1.0,1.0,1,150.0,30.0,2,1,2,0.7298465517241378,87
3766,35.0,0,3.0,1,94103,2,3,5.0,2.0,1,0.0,100.0,30,0,1,0.7241067929593654,97
3767,44.0,0,3.0,1,94103,1,3,5.0,2.0,1,0.0,100.0,30,0,1,0.3612,97
3768,147.0,0,1080.0,1,94103,1,1,1.0,1.0,1,500.0,101.0,30,1,1,0.9454333333333332,97
3769,150.0,1,3.0,1,94134,2,2,1.0,1.0,1,100.0,60.0,2,0,2,0.8376344827586206,34
3770,320.0,0,1.0,1,94110,1,1,2.0,2.0,1,0.0,150.0,2,1,2,0.6377166666666666,99
3771,105.0,1,1.0,1,94105,1,2,1.0,1.0,1,200.0,150.0,30,1,1,0.7241067929593654,99
3772,350.0,0,1.0,1,94133,1,2,2.0,1.0,1,0.0,0.0,30,1,3,0.7241067929593654,98
3773,260.0,0,6.0,1,94107,1,1,1.5,4.0,1,200.0,120.0,100,0,2,0.6799999999999999,85
3774,95.0,1,1.0,1,94131,2,2,1.0,1.0,1,0.0,40.0,2,0,3,0.7177123456790121,71
3775,260.0,0,12.0,1,94123,1,1,2.0,5.0,1,600.0,250.0,30,0,1,0.6574555555555555,97
3776,350.0,0,3.0,1,94107,2,2,1.5,3.0,1,200.0,150.0,1,0,2,0.7350250000000002,85
3777,130.0,0,12.0,1,94123,1,1,1.0,1.0,1,500.0,170.0,30,0,3,0.9523,97
3778,125.0,1,1.0,1,94115,1,1,1.0,1.0,1,0.0,160.0,5,0,2,0.7819454545454545,98
3779,349.0,1,2.0,1,94114,1,1,1.0,2.0,1,500.0,0.0,2,1,2,0.7569185185185185,97
3780,99.0,1,1.0,1,94131,2,2,1.0,1.0,1,0.0,50.0,1,0,1,0.7659683673469384,71
3781,360.0,1,1.0,1,94127,2,1,1.5,3.0,1,500.0,110.0,1,1,1,0.7719123456790123,28
3782,298.0,1,1.0,1,94116,1,1,2.0,6.0,1,300.0,120.0,2,1,1,0.6983284482758615,84
3783,1495.0,0,1.0,1,94117,2,1,3.5,7.0,1,1000.0,300.0,5,0,1,0.6155588235294117,97
3784,151.0,1,1.0,1,94111,1,1,1.0,1.0,1,1000.0,95.0,30,1,1,0.76044,99
3785,270.0,1,2.0,1,94109,1,1,1.0,2.0,1,300.0,55.0,2,1,1,0.7638594594594595,100
3786,125.0,1,1.0,1,94110,2,2,1.0,1.0,1,100.0,25.0,1,0,3,0.8019826254826251,99
3787,300.0,0,2.0,1,94110,2,1,1.0,3.0,1,1000.0,50.0,2,0,2,0.8670923076923078,99
3788,69.0,1,5.0,1,94124,2,2,1.0,1.0,1,0.0,19.0,1,0,1,0.7454084507042252,84
3789,90.0,0,1.0,1,94110,1,2,1.0,1.0,1,500.0,30.0,2,0,2,0.7658942028985508,99
3790,77.0,0,92.0,1,94109,1,1,1.0,1.0,1,0.0,250.0,30,1,1,0.7241067929593654,100
3791,995.0,1,3.0,1,94122,2,1,2.5,4.0,1,500.0,200.0,21,0,1,0.7241067929593654,93
3792,125.0,0,4.0,1,94134,1,1,1.0,3.0,1,100.0,30.0,1,1,2,0.5818708520179368,34
3793,85.0,0,4.0,1,94134,1,1,1.0,2.0,1,100.0,30.0,1,1,2,0.6449929906542052,34
3794,185.0,0,1.0,1,94133,1,1,1.5,3.0,1,500.0,150.0,30,1,1,0.7513515151515152,98
3795,250.0,1,1.0,1,94114,1,1,1.0,2.0,1,1000.0,250.0,30,1,2,0.8003416666666666,97
3796,102.0,1,1.0,1,94109,1,2,1.0,1.0,1,0.0,50.0,30,1,2,0.9377,100
3797,125.0,1,2.0,1,94117,1,2,1.0,1.0,1,100.0,50.0,2,0,2,0.6502210526315789,97
3798,695.0,0,7.0,1,94103,1,1,2.0,3.0,1,500.0,175.0,2,0,1,0.6578607142857141,97
3799,90.0,0,3.0,1,94124,1,1,1.0,1.0,1,500.0,130.0,4,1,2,0.6746527272727274,84
3800,147.0,0,2.0,1,94109,1,2,1.0,2.0,1,5000.0,120.0,1,1,1,0.7948855769230769,100
3801,69.0,0,5.0,1,94133,1,2,1.0,1.0,1,100.0,85.0,2,0,1,0.7749749999999997,98
3802,73.0,1,2.0,1,94110,2,2,1.0,1.0,1,300.0,50.0,30,0,3,0.7435333333333333,99
3803,240.0,1,1.0,1,94109,1,2,2.0,1.0,1,0.0,80.0,1,0,3,0.7717,100
3804,250.0,1,2.0,1,94110,2,2,1.5,1.0,1,0.0,150.0,5,1,2,0.8146146341463415,99
3805,80.0,0,5.0,1,94118,2,2,2.0,2.0,1,100.0,30.0,1,0,3,0.6240736842105259,99
3806,64.0,1,2.0,1,94122,2,2,1.0,1.0,1,300.0,40.0,30,0,1,0.6694160000000001,93
3807,195.0,1,1.0,1,94109,1,1,1.0,1.0,1,0.0,60.0,3,1,2,0.7720430232558139,100
3808,99.0,0,5.0,1,94108,1,2,1.0,1.0,1,0.0,30.0,1,1,2,0.6897611510791366,100
3809,73.0,0,50.0,1,94103,2,2,1.0,1.0,1,0.0,0.0,30,0,3,0.7241067929593654,97
3810,78.0,0,4.0,1,94109,4,2,1.0,1.0,1,0.0,75.0,30,1,3,0.7508571428571428,100
3811,45.0,0,1.0,1,94112,2,2,1.0,2.0,1,300.0,20.0,2,0,2,0.6176610526315786,87
3812,400.0,1,2.0,1,94124,2,1,2.0,6.0,1,600.0,190.0,3,1,1,0.7504545454545455,84
3813,130.0,0,3.0,1,94110,1,1,1.0,2.0,1,300.0,80.0,30,0,3,0.7241067929593654,99
3814,60.0,0,3.0,1,94110,1,2,1.0,1.0,1,0.0,35.0,30,0,1,0.7241067929593654,99
3815,295.0,1,2.0,1,94118,2,1,1.0,2.0,1,200.0,120.0,2,1,2,0.8042746031746032,99
3816,110.0,1,1.0,1,94117,1,2,1.0,0.0,1,0.0,30.0,3,1,2,0.8467263888888891,97
3817,125.0,0,1.0,1,94131,2,1,1.0,1.0,1,0.0,0.0,3,1,3,0.7249416666666667,71
3818,175.0,0,2.0,1,94134,1,1,1.0,2.0,1,0.0,50.0,3,1,2,0.6377700000000001,34
3819,195.0,0,1.0,1,94123,1,1,1.0,1.0,1,300.0,100.0,30,0,1,0.33505,97
3820,119.0,1,1.0,1,94122,1,1,1.0,1.0,1,150.0,60.0,2,1,2,0.7175790322580644,93
3821,165.0,0,1.0,1,94102,1,1,1.0,1.0,1,500.0,150.0,30,1,2,0.7241067929593654,97
3822,500.0,1,2.0,1,94110,2,1,1.5,3.0,1,500.0,150.0,4,1,2,0.7233437500000001,99
3823,125.0,1,3.0,1,94134,2,2,1.0,1.0,1,100.0,80.0,2,0,1,0.77425625,34
3824,149.0,0,7.0,1,94103,1,2,1.0,1.0,1,150.0,35.0,2,0,1,0.716910769230769,97
3825,216.0,1,1.0,1,94122,1,1,1.0,4.0,1,100.0,85.0,2,1,2,0.8270252873563216,93
3826,131.0,0,35.0,1,94118,1,1,1.0,1.0,1,2500.0,250.0,30,0,1,0.8807,99
3827,160.0,0,34.0,1,94124,1,2,1.0,1.0,1,100.0,95.0,30,1,1,0.7241067929593654,84
3828,75.0,0,1.0,1,94115,1,2,1.0,1.0,1,0.0,180.0,30,0,1,0.9019,98
3829,100.0,0,43.0,1,94117,4,2,5.0,1.0,1,0.0,35.0,1,1,2,0.5591803921568627,97
3830,50.0,0,43.0,1,94117,4,3,4.0,1.0,1,0.0,15.0,1,0,2,0.6714961538461537,97
3831,50.0,0,43.0,1,94117,4,3,2.0,1.0,1,0.0,15.0,1,1,2,0.7230885714285714,97
3832,450.0,1,1.0,1,94114,2,1,2.0,3.0,1,1000.0,200.0,30,0,1,0.7444458333333334,97
3833,179.0,1,2.0,1,94127,2,1,1.0,3.0,1,250.0,95.0,3,1,1,0.7072208955223879,28
3834,48.0,0,9.0,1,94134,2,2,1.0,1.0,1,0.0,40.0,30,1,3,0.6057999999999999,34
3835,71.0,1,1.0,1,94112,1,1,1.0,2.0,1,100.0,25.0,1,0,2,0.6742969696969696,87
3836,204.0,1,1.0,1,94131,1,1,1.0,3.0,1,1000.0,100.0,2,0,2,0.8337238095238094,71
3837,799.0,1,2.0,1,94114,2,1,2.0,3.0,1,1500.0,250.0,2,0,1,0.6643799999999999,97
3838,75.0,1,2.0,1,94110,2,2,1.0,1.0,1,200.0,75.0,3,0,1,0.7611630769230769,99
3839,329.0,1,3.0,1,94114,1,1,1.0,2.0,1,0.0,150.0,2,1,2,0.7103842105263158,97
3840,135.0,0,1.0,1,94115,1,1,1.0,1.0,1,500.0,80.0,7,0,1,0.7747176470588235,98
3841,4000.0,1,4.0,1,94121,2,2,1.0,1.0,1,5000.0,300.0,1,1,1,0.7241067929593654,92
3842,110.0,0,1.0,1,94122,1,1,1.0,1.0,1,500.0,175.0,30,0,1,0.7241067929593654,93
3843,160.0,1,2.0,1,94134,2,1,1.0,4.0,1,100.0,50.0,1,0,1,0.5866445344129549,34
3844,159.0,1,1.0,1,94127,2,2,1.0,1.0,1,0.0,70.0,2,1,2,0.6979499999999997,28
3845,250.0,1,3.0,1,94110,2,1,2.0,6.0,1,1000.0,180.0,2,0,1,0.6354307692307692,99
3846,350.0,0,1.0,1,94117,1,1,2.0,2.0,1,0.0,75.0,3,0,3,0.9517,97
3847,110.0,1,1.0,1,94114,1,1,1.0,1.0,1,500.0,150.0,30,0,1,0.8487666666666667,97
3848,119.0,1,2.0,1,94114,2,2,1.0,1.0,1,0.0,0.0,1,1,2,0.7966143540669858,97
3849,198.0,0,1.0,1,94131,1,1,1.0,3.0,1,1200.0,125.0,2,0,1,0.8564875000000001,71
3850,87.0,0,92.0,1,94103,1,1,1.0,1.0,1,0.0,95.0,30,0,1,0.5423666666666667,97
3851,89.0,1,1.0,1,94109,1,2,1.0,1.0,1,250.0,75.0,14,0,1,0.8980882352941176,100
3852,125.0,1,4.0,1,94108,2,2,1.0,2.0,1,0.0,40.0,1,1,3,0.7468406779661018,100
3853,199.0,1,4.0,1,94117,1,2,1.0,1.0,1,300.0,85.0,2,0,2,0.7270913043478262,97
3854,425.0,0,3.0,1,94107,2,2,1.5,2.0,1,200.0,150.0,1,0,3,0.6941833333333333,85
3855,130.0,1,2.0,1,94112,2,2,1.0,1.0,1,100.0,75.0,1,1,1,0.7743280991735533,87
3856,600.0,0,2.0,1,94112,2,1,1.0,2.0,1,300.0,80.0,2,0,1,0.7414850000000001,87
3857,199.0,0,2.0,1,94109,1,2,1.0,1.0,1,0.0,30.0,1,1,1,0.7002742514970056,100
3858,110.0,0,2.0,1,94112,2,2,1.0,1.0,1,100.0,30.0,2,0,1,0.88665,87
3859,199.0,0,2.0,1,94109,1,2,1.0,1.0,1,0.0,30.0,1,1,1,0.6792331521739129,100
3860,175.0,1,1.0,1,94118,1,1,1.0,1.0,1,0.0,85.0,3,0,1,0.7118129032258066,99
3861,100.0,1,5.0,1,94114,1,2,1.5,1.0,1,200.0,25.0,2,0,2,0.8123588709677415,97
3862,125.0,1,2.0,1,94107,1,2,1.0,1.0,1,200.0,100.0,30,1,1,0.7994125000000001,85
3863,149.0,1,2.0,1,94118,2,2,1.0,1.0,1,200.0,120.0,2,1,2,0.7284310344827587,99
3864,100.0,1,2.0,1,94131,1,2,1.0,1.0,1,0.0,60.0,2,1,1,0.6812523809523812,71
3865,225.0,0,1.0,1,94114,1,1,1.0,1.0,1,0.0,135.0,3,0,1,0.8338375000000001,97
3866,100.0,1,1.0,1,94112,1,1,1.0,1.0,1,500.0,80.0,2,0,2,0.7332399999999999,87
3867,500.0,0,5.0,1,94108,1,1,2.0,2.0,1,100.0,75.0,3,0,1,0.8316,100
3868,199.0,0,1.0,1,94115,1,1,1.0,2.0,1,0.0,0.0,2,0,3,0.05560000000000001,98
3869,220.0,1,1.0,1,94115,1,1,1.0,1.0,1,200.0,0.0,4,0,2,0.8790259259259259,98
3870,752.0,0,5.0,1,94108,1,1,2.0,2.0,1,100.0,75.0,3,0,1,0.8481,100
3871,490.0,1,2.0,1,94102,1,1,1.0,2.0,1,0.0,95.0,2,1,2,0.7870705882352942,97
3872,109.0,0,3.0,1,94131,1,2,1.0,1.0,1,100.0,45.0,30,1,3,0.6533861111111112,71
3873,149.0,1,2.0,1,94124,1,1,1.0,2.0,1,500.0,75.0,1,0,3,0.6832678321678324,84
3874,185.0,0,21.0,1,94105,1,1,1.0,1.0,1,0.0,250.0,30,0,3,0.7241067929593654,99
3875,149.0,1,1.0,1,94114,1,1,1.0,1.0,1,0.0,0.0,2,0,1,0.8152700000000002,97
3876,1451.0,1,4.0,1,94121,2,2,1.0,2.0,1,5000.0,100.0,1,0,3,0.67035,92
3877,78.0,1,2.0,1,94132,2,2,1.0,2.0,1,0.0,40.0,2,1,2,0.6901393162393158,68
3878,48.0,0,9.0,1,94134,2,2,1.0,1.0,1,500.0,40.0,30,1,3,0.3953,34
3879,200.0,1,1.0,1,94131,1,1,1.0,1.0,1,500.0,55.0,1,1,2,0.8007151515151515,71
3880,124.0,0,2.0,1,94107,1,2,1.0,1.0,1,0.0,80.0,4,0,2,0.7427181818181818,85
3881,220.0,1,1.0,1,94123,1,1,1.0,2.0,1,400.0,250.0,30,0,1,0.7672800000000001,97
3882,118.0,1,3.0,1,94122,2,2,1.0,2.0,1,0.0,42.0,1,1,2,0.6436061320754719,93
3883,180.0,0,4.0,1,94117,1,1,1.5,3.0,1,0.0,350.0,30,1,3,0.42196666666666666,97
3884,350.0,0,2.0,1,94109,3,1,1.0,1.0,1,0.0,0.0,2,1,1,0.7241067929593654,100
3885,75.0,1,2.0,1,94110,2,2,2.0,1.0,1,200.0,40.0,1,0,1,0.7132256097560974,99
3886,80.0,0,92.0,1,94109,4,1,1.0,1.0,1,0.0,95.0,30,1,3,0.4644333333333333,100
3887,80.0,1,1.0,1,94131,2,2,1.0,1.0,1,100.0,150.0,1,0,1,0.8377533980582522,71
3888,60.0,0,1.0,1,94112,2,2,1.0,1.0,1,0.0,0.0,1,0,3,0.7337507614213198,87
3889,87.0,0,92.0,1,94109,1,1,1.0,1.0,1,0.0,95.0,30,0,1,0.7241067929593654,100
3890,80.0,1,3.0,1,94122,2,2,1.0,1.0,1,0.0,35.0,1,1,2,0.5973343434343436,93
3891,77.0,0,92.0,1,94102,1,1,1.0,1.0,1,0.0,95.0,30,0,3,0.6633500000000001,97
3892,2450.0,0,1.0,1,94103,1,1,3.0,4.0,1,0.0,0.0,3,0,1,0.83506,97
3893,100.0,1,1.0,1,94116,1,1,1.0,1.0,1,0.0,75.0,2,1,2,0.6970658227848102,84
3894,86.0,0,92.0,1,94109,1,1,1.0,1.0,1,1000.0,95.0,30,0,1,0.7241067929593654,100
3895,110.0,0,1.0,1,94122,1,1,1.0,1.0,1,500.0,40.0,30,0,2,0.8960800000000001,93
3896,105.0,0,2.0,1,94122,2,1,1.0,1.0,1,0.0,50.0,60,1,2,0.6241599999999999,93
3897,79.0,1,1.0,1,94121,1,2,1.0,1.0,1,0.0,10.0,1,1,1,0.7146543778801848,92
3898,52.0,0,2.0,1,94132,2,2,1.0,1.0,1,500.0,65.0,30,0,2,0.5174,68
3899,99.0,1,3.0,1,94109,1,2,1.5,1.0,1,0.0,35.0,3,0,3,0.79973125,100
3900,179.0,1,3.0,1,94114,1,1,1.0,1.0,1,0.0,149.0,30,0,2,0.7673166666666668,97
3901,200.0,0,1.0,1,94131,2,1,1.0,3.0,1,795.0,125.0,4,1,1,0.6581,71
3902,98.0,0,92.0,1,94109,1,1,1.0,1.0,1,0.0,95.0,30,0,1,0.7241067929593654,100
3903,400.0,1,5.0,1,94110,2,1,2.0,4.0,1,0.0,150.0,3,1,1,0.8712,99
3904,95.0,1,1.0,1,94103,1,2,1.5,2.0,1,600.0,100.0,3,0,2,0.7889812500000001,97
3905,898.0,1,3.0,1,94103,1,1,2.0,3.0,1,200.0,80.0,1,0,1,0.6205450000000001,97
3906,400.0,1,1.0,1,94114,1,1,1.0,1.0,1,500.0,99.0,1,0,2,0.6572571428571428,97
3907,100.0,0,3.0,1,94116,2,2,1.0,1.0,1,0.0,10.0,1,1,3,0.5595042253521122,84
3908,74.0,1,1.0,1,94110,1,2,1.0,1.0,1,0.0,50.0,2,1,2,0.7782638297872341,99
3909,225.0,1,1.0,1,94110,1,1,1.0,2.0,1,0.0,90.0,2,0,2,0.8050760000000001,99
3910,100.0,0,2.0,1,94131,1,2,1.0,1.0,1,0.0,75.0,3,0,1,0.7049966666666667,71
3911,140.0,0,2.0,1,94107,1,2,1.0,1.0,1,0.0,25.0,4,0,2,0.8617800000000001,85
3912,200.0,1,10.0,1,94117,1,1,2.5,2.0,1,500.0,150.0,30,1,2,0.8703857142857142,97
3913,145.0,0,1.0,1,94103,2,2,1.0,2.0,1,0.0,0.0,2,0,2,0.7241067929593654,97
3914,88.0,1,4.0,1,94116,2,2,1.0,1.0,1,0.0,30.0,1,1,3,0.7487123287671231,84
3915,500.0,0,1.0,1,94117,1,1,2.0,4.0,1,0.0,0.0,4,0,3,0.531775,97
3916,250.0,0,1.0,1,94131,2,1,1.0,2.0,1,3000.0,300.0,30,1,1,0.9391,71
3917,189.0,1,2.0,1,94122,1,1,2.0,3.0,1,500.0,75.0,1,0,2,0.6551779874213832,93
3918,69.0,0,5.0,1,94133,1,2,1.0,1.0,1,100.0,85.0,2,0,1,0.6731805555555556,98
3919,170.0,1,4.0,1,94110,1,2,1.0,2.0,1,0.0,50.0,4,0,2,0.8598000000000001,99
3920,125.0,1,1.0,1,94122,1,1,1.0,2.0,1,250.0,100.0,1,0,2,0.7410207547169808,93
3921,239.0,1,1.0,1,94114,2,1,1.0,3.0,1,350.0,175.0,31,0,1,0.8026230769230771,97
3922,140.0,1,1.0,1,94103,1,2,1.0,1.0,1,0.0,40.0,3,0,2,0.8580837500000001,97
3923,100.0,0,92.0,1,94103,1,1,1.0,1.0,1,0.0,95.0,30,0,1,0.7241067929593654,97
3924,250.0,1,1.0,1,94110,2,1,1.0,2.0,1,299.0,99.0,3,0,2,0.7661488888888891,99
3925,120.0,0,1.0,1,94110,1,2,1.0,1.0,1,0.0,25.0,30,0,3,0.4939,99
3926,150.0,0,2.0,1,94121,2,2,1.0,1.0,1,100.0,0.0,2,1,3,0.8837833333333333,92
3927,150.0,1,1.0,1,94134,1,1,1.0,2.0,1,0.0,60.0,2,1,2,0.7446249999999999,34
3928,139.0,1,1.0,1,94122,1,1,1.0,2.0,1,300.0,75.0,2,1,2,0.8092029411764706,93
3929,154.0,1,4.0,1,94107,2,2,1.0,2.0,1,250.0,95.0,2,0,2,0.7458034013605439,85
3930,150.0,1,3.0,1,94117,1,2,2.0,1.0,1,200.0,150.0,30,0,2,0.722962857142857,97
3931,600.0,0,0.0,1,94114,2,1,2.5,4.0,1,2000.0,180.0,2,0,2,0.9338666666666664,97
3932,305.0,0,2.0,1,94123,2,1,1.5,2.0,1,3500.0,375.0,30,0,1,0.8517666666666667,97
3933,300.0,0,12.0,1,94123,1,1,2.0,5.0,1,600.0,250.0,30,0,1,0.3454,97
3934,220.0,0,1.0,1,94110,2,1,1.0,2.0,1,0.0,0.0,4,0,3,-0.10115,99
3935,180.0,1,1.0,1,94114,1,2,1.0,1.0,1,0.0,40.0,3,0,2,0.8144769230769232,97
3936,150.0,0,1.0,1,94117,1,1,1.0,2.0,1,1000.0,0.0,30,0,1,0.4681666666666667,97
3937,232.0,0,91.0,1,94133,1,1,1.0,1.0,1,0.0,250.0,30,0,1,0.468,98
3938,150.0,1,1.0,1,94115,1,2,1.0,1.0,1,0.0,49.0,1,0,1,0.8348423076923077,98
3939,275.0,0,1.0,1,94110,1,1,1.0,1.0,1,300.0,150.0,30,0,2,0.7241067929593654,99
3940,100.0,1,16.0,1,94122,2,2,1.0,2.0,1,100.0,35.0,1,0,2,0.7459229166666667,93
3941,142.0,0,48.0,1,94117,1,1,2.0,2.0,1,3000.0,146.0,30,0,3,0.5013,97
3942,59.0,1,2.0,1,94110,2,2,1.5,1.0,1,0.0,0.0,1,0,1,0.6684102439024389,99
3943,69.0,0,1.0,1,94132,1,2,1.0,1.0,1,200.0,35.0,3,1,3,0.453512844036697,68
3944,130.0,0,75.0,1,94114,1,1,1.0,1.0,1,0.0,200.0,30,0,1,0.7241067929593654,97
3945,150.0,0,75.0,1,94114,1,1,1.0,1.0,1,0.0,200.0,30,0,1,0.8497666666666666,97
3946,145.0,0,75.0,1,94114,1,1,1.0,1.0,1,0.0,200.0,30,0,1,0.7241067929593654,97
3947,146.0,0,75.0,1,94108,1,1,1.0,1.0,1,0.0,200.0,30,0,1,0.7241067929593654,100
3948,150.0,0,75.0,1,94110,1,1,1.0,1.0,1,0.0,200.0,30,0,1,0.7241067929593654,99
3949,121.0,1,1465.0,1,94110,1,1,1.0,1.0,1,500.0,240.0,30,0,2,0.8481,99
3950,475.0,1,2.0,1,94131,2,1,3.0,3.0,1,0.0,150.0,2,1,2,0.7967399999999999,71
3951,199.0,1,1.0,1,94114,1,1,1.0,2.0,1,250.0,99.0,3,0,2,0.8251604651162793,97
3952,79.0,0,92.0,1,94109,1,1,1.0,1.0,1,0.0,95.0,30,0,1,0.0,100
3953,160.0,1,1.0,1,94134,2,1,1.0,2.0,1,0.0,30.0,2,1,3,0.6451114864864863,34
3954,85.0,0,2.0,1,94121,1,2,1.0,1.0,1,1300.0,300.0,30,0,2,0.7241067929593654,92
3955,89.0,0,1.0,1,94114,1,2,1.0,1.0,1,0.0,0.0,30,0,2,0.7241067929593654,97
3956,175.0,1,1.0,1,94110,2,1,2.0,2.0,1,500.0,200.0,30,0,2,0.7943347826086955,99
3957,90.0,1,1.0,1,94115,2,2,1.5,1.0,1,400.0,120.0,30,0,1,0.7995,98
3958,100.0,0,43.0,1,94117,4,2,1.0,1.0,1,0.0,35.0,1,1,2,0.6616097560975612,97
3959,88.0,0,92.0,1,94109,1,1,1.0,1.0,1,0.0,95.0,30,0,1,0.7241067929593654,100
3960,400.0,0,1.0,1,94127,2,1,2.0,5.0,1,500.0,150.0,4,0,2,0.2023,28
3961,300.0,0,1.0,1,94109,1,1,1.0,2.0,1,400.0,100.0,1,0,1,0.6714666666666665,100
3962,140.0,0,1.0,1,94133,1,2,1.0,1.0,1,0.0,0.0,1,1,3,0.8005760000000001,98
3963,79.0,1,2.0,1,94110,2,2,2.0,1.0,1,200.0,40.0,1,0,1,0.7645072916666668,99
3964,185.0,1,1.0,1,94117,1,1,2.0,4.0,1,0.0,0.0,30,0,1,0.845557142857143,97
3965,150.0,0,1.0,1,94107,1,1,1.0,1.0,1,700.0,238.0,4,0,1,0.7893600000000001,85
3966,85.0,0,92.0,1,94103,1,1,1.0,1.0,1,0.0,95.0,30,0,1,0.5122333333333334,97
3967,350.0,1,1.0,1,94110,1,1,1.0,3.0,1,500.0,125.0,4,0,1,0.8541904761904761,99
3968,250.0,1,1.0,1,94117,1,1,1.0,1.0,1,0.0,75.0,2,0,2,0.7241067929593654,97
3969,400.0,1,1.0,1,94114,2,1,1.5,3.0,1,0.0,125.0,2,1,1,0.9000600000000001,97
3970,175.0,1,1.0,1,94110,1,1,1.0,1.0,1,0.0,75.0,4,1,2,0.8677359999999998,99
3971,475.0,0,1.0,1,94131,1,1,1.0,1.0,1,0.0,100.0,2,0,2,0.8573799999999999,71
3972,90.0,1,2.0,1,94134,1,1,1.0,1.0,1,100.0,50.0,2,1,2,0.5921618421052629,34
3973,162.0,0,1080.0,1,94102,1,1,1.0,1.0,1,500.0,101.0,30,1,1,-0.3612,97
3974,95.0,0,3.0,1,94112,1,2,1.0,1.0,1,100.0,30.0,2,1,2,0.6126769230769231,87
3975,95.0,0,3.0,1,94109,1,1,1.0,1.0,1,0.0,0.0,30,1,3,0.325675,100
3976,131.0,0,35.0,1,94118,1,1,1.0,1.0,1,2500.0,250.0,30,0,1,0.0258,99
3977,75.0,0,3.0,1,94122,2,2,1.0,1.0,1,500.0,200.0,30,1,1,-0.25,93
3978,250.0,0,1.0,1,94110,1,1,2.0,2.0,1,600.0,200.0,30,0,2,0.5624333333333333,99
3979,390.0,0,1.0,1,94118,1,1,2.0,5.0,1,400.0,140.0,7,0,1,0.8041449999999998,99
3980,185.0,0,1.0,1,94110,1,1,1.0,2.0,1,300.0,100.0,30,0,3,0.7680692307692307,99
3981,350.0,0,2.0,1,94117,1,1,2.0,3.0,1,500.0,125.0,3,0,2,0.8934000000000001,97
3982,150.0,1,2.0,1,94117,1,2,1.0,1.0,1,100.0,25.0,2,1,1,0.7841808333333337,97
3983,95.0,1,2.0,1,94117,1,2,1.0,1.0,1,100.0,25.0,2,1,2,0.7593889830508472,97
3984,250.0,0,2.0,1,94117,1,2,1.5,1.0,1,500.0,100.0,5,0,2,0.7934833333333332,97
3985,265.0,1,1.0,1,94110,2,1,1.0,2.0,1,0.0,80.0,6,0,2,0.83778125,99
3986,150.0,0,1.0,1,94103,1,1,1.5,1.0,1,250.0,125.0,1,0,1,0.6015956521739131,97
3987,225.0,1,1.0,1,94131,1,1,1.0,2.0,1,500.0,75.0,30,1,1,0.8333696969696969,71
3988,295.0,0,1.0,1,94109,1,1,1.0,2.0,1,0.0,0.0,30,1,3,0.7173,100
3989,50.0,0,43.0,1,94117,4,3,5.0,1.0,1,0.0,15.0,1,1,2,0.6957829268292679,97
3990,105.0,1,1.0,1,94116,1,1,1.0,1.0,1,150.0,35.0,2,0,2,0.6794163043478261,84
3991,230.0,0,1.0,1,94114,2,1,2.0,5.0,1,5000.0,200.0,30,0,1,0.7241067929593654,97
3992,447.0,1,3.0,1,94112,2,1,2.0,3.0,1,300.0,170.0,7,0,1,0.9056,87
3993,75.0,0,1.0,1,94124,2,2,1.0,1.0,1,100.0,80.0,30,0,3,0.7241067929593654,84
3994,140.0,1,97.0,1,94102,3,2,1.0,1.0,1,0.0,29.0,1,0,1,0.7101592592592593,97
3995,140.0,1,97.0,1,94102,3,2,1.0,1.0,1,0.0,29.0,1,0,1,0.7153407407407409,97
3996,127.0,1,1.0,1,94103,1,1,1.0,1.0,1,0.0,100.0,1,0,1,0.7020624999999999,97
3997,140.0,1,97.0,1,94102,1,1,1.0,1.0,1,0.0,29.0,1,0,1,0.7285505882352938,97
3998,133.0,0,2.0,1,94117,1,2,1.0,2.0,1,0.0,60.0,1,1,2,0.7007652173913042,97
3999,250.0,0,1.0,1,94110,2,1,2.0,4.0,1,200.0,150.0,2,1,1,0.82288,99
4000,50.0,1,4.0,1,94116,2,3,1.0,1.0,1,0.0,0.0,2,1,1,0.6990690721649482,84
4001,58.0,1,10.0,1,94117,1,2,3.5,1.0,1,200.0,50.0,32,0,1,0.6249,97
4002,184.0,1,1465.0,1,94110,1,1,1.0,2.0,1,500.0,280.0,30,0,2,0.7241067929593654,99
4003,180.0,1,2.0,1,94122,1,2,1.0,2.0,1,0.0,100.0,2,1,3,0.641347,93
4004,110.0,1,1.0,1,94107,1,1,1.0,1.0,1,0.0,40.0,2,0,2,0.7571738805970151,85
4005,78.0,1,3.0,1,94112,2,2,1.0,1.0,1,100.0,29.0,5,0,2,0.7697800000000001,87
4006,73.0,0,1.0,1,94108,1,2,1.0,1.0,1,0.0,60.0,30,0,2,0.7841666666666667,100
